algorithm,property,clients,ops,seeds,violations,errors,timeouts,violation_rate,first_violation_seed,error_kind,aborted,seconds
fugue,interleaving,3,20,10000,519,0,0,0.0519,31,,0,58.11
yjs,interleaving,3,50,10000,1929,0,0,0.1929,6,,0,362.29
collabs,interleaving,3,30,10000,579,0,0,0.0579,6,,0,254.48
fugue,interleaving,3,25,10000,654,0,0,0.0654,31,,0,86.85
fugue,interleaving,3,30,10000,792,0,0,0.0792,15,,0,118.18
loro,interleaving,3,50,10000,1325,0,0,0.1325,10,,0,368.51
loro,interleaving,3,40,10000,1070,0,0,0.107,10,,0,221.3
collabs,interleaving,3,40,10000,829,0,0,0.0829,6,,0,351.16
fugue,interleaving,3,40,10000,1019,0,0,0.1019,15,,0,187.01
loro,interleaving,3,50,10000,1325,0,0,0.1325,10,,0,282.4
fugue,interleaving,3,50,10000,1219,0,0,0.1219,1,,0,240.78
collabs,interleaving,3,50,10000,1040,0,0,0.104,6,,0,463.02
sync7,convergence,3,40,10000,667,0,0,0.0667,1,,0,1763.96
sdt,convergence,3,50,10000,7276,0,0,0.7276,3,,0,2232.33
sync7,convergence,3,50,10000,843,0,0,0.0843,1,,0,2070.32
